loss,mean_absolute_error,val_loss,val_mean_absolute_error,date,loading_id
0.5158089399337769,0.5158089399337769,0.243534654378891,0.243534654378891,2024-12-29 15:58:32.190397,1735487912.190397
0.23605555295944214,0.23605555295944214,0.21764585375785828,0.21764585375785828,2024-12-29 15:58:32.190397,1735487912.190397
0.23122848570346832,0.23122848570346832,0.212778702378273,0.212778702378273,2024-12-29 15:58:32.190397,1735487912.190397
0.2284751534461975,0.2284751534461975,0.1888762265443802,0.1888762265443802,2024-12-29 15:58:32.190397,1735487912.190397
0.18053948879241943,0.18053948879241943,0.16637113690376282,0.16637113690376282,2024-12-29 15:58:32.190397,1735487912.190397
0.16549541056156158,0.16549541056156158,0.1796485185623169,0.1796485185623169,2024-12-29 15:58:32.190397,1735487912.190397
0.1544727385044098,0.1544727385044098,0.15667389333248138,0.15667389333248138,2024-12-29 15:58:32.190397,1735487912.190397
0.14146755635738373,0.14146755635738373,0.14584723114967346,0.14584723114967346,2024-12-29 15:58:32.190397,1735487912.190397
0.13981276750564575,0.13981276750564575,0.15088027715682983,0.15088027715682983,2024-12-29 15:58:32.190397,1735487912.190397
0.14615043997764587,0.14615043997764587,0.142151340842247,0.142151340842247,2024-12-29 15:58:32.190397,1735487912.190397
733.765869140625,733.765869140625,0.2348923534154892,0.2348923534154892,2024-12-29 16:18:48.269675,1735489128.269675
0.2333083301782608,0.2333083301782608,0.20862635970115662,0.20862635970115662,2024-12-29 16:18:48.269675,1735489128.269675
0.20667652785778046,0.20667652785778046,0.1851600855588913,0.1851600855588913,2024-12-29 16:18:48.269675,1735489128.269675
0.20643243193626404,0.20643243193626404,0.16583770513534546,0.16583770513534546,2024-12-29 16:18:48.269675,1735489128.269675
0.16202878952026367,0.16202878952026367,0.14567402005195618,0.14567402005195618,2024-12-29 16:18:48.269675,1735489128.269675
0.1483699381351471,0.1483699381351471,0.1535387635231018,0.1535387635231018,2024-12-29 16:18:48.269675,1735489128.269675
0.1450786143541336,0.1450786143541336,0.145955890417099,0.145955890417099,2024-12-29 16:18:48.269675,1735489128.269675
0.13615071773529053,0.13615071773529053,0.14320750534534454,0.14320750534534454,2024-12-29 16:18:48.269675,1735489128.269675
0.13808362185955048,0.13808362185955048,0.1344188004732132,0.1344188004732132,2024-12-29 16:18:48.269675,1735489128.269675
0.14457592368125916,0.14457592368125916,0.13952788710594177,0.13952788710594177,2024-12-29 16:18:48.269675,1735489128.269675
0.46250736713409424,0.46250736713409424,0.2383214831352234,0.2383214831352234,2024-12-29 22:54:38.864201,1735512878.864201
0.2332116961479187,0.2332116961479187,0.21244919300079346,0.21244919300079346,2024-12-29 22:54:38.864201,1735512878.864201
0.21020616590976715,0.21020616590976715,0.19385714828968048,0.19385714828968048,2024-12-29 22:54:38.864201,1735512878.864201
0.20826713740825653,0.20826713740825653,0.17258304357528687,0.17258304357528687,2024-12-29 22:54:38.864201,1735512878.864201
0.17188982665538788,0.17188982665538788,0.15868042409420013,0.15868042409420013,2024-12-29 22:54:38.864201,1735512878.864201
0.15902748703956604,0.15902748703956604,0.15583179891109467,0.15583179891109467,2024-12-29 22:54:38.864201,1735512878.864201
0.15221048891544342,0.15221048891544342,0.1542806774377823,0.1542806774377823,2024-12-29 22:54:38.864201,1735512878.864201
0.14058315753936768,0.14058315753936768,0.14938083291053772,0.14938083291053772,2024-12-29 22:54:38.864201,1735512878.864201
0.14103512465953827,0.14103512465953827,0.1426560878753662,0.1426560878753662,2024-12-29 22:54:38.864201,1735512878.864201
0.14589130878448486,0.14589130878448486,0.14522810280323029,0.14522810280323029,2024-12-29 22:54:38.864201,1735512878.864201
0.5486220717430115,0.5486220717430115,0.2589944303035736,0.2589944303035736,2024-12-29 23:23:09.514188,1735514589.514188
0.23733563721179962,0.23733563721179962,0.21369442343711853,0.21369442343711853,2024-12-29 23:23:09.514188,1735514589.514188
0.22196893393993378,0.22196893393993378,0.20049458742141724,0.20049458742141724,2024-12-29 23:23:09.514188,1735514589.514188
0.22191491723060608,0.22191491723060608,0.18580402433872223,0.18580402433872223,2024-12-29 23:23:09.514188,1735514589.514188
0.1817697137594223,0.1817697137594223,0.16861261427402496,0.16861261427402496,2024-12-29 23:23:09.514188,1735514589.514188
0.16162961721420288,0.16162961721420288,0.16610471904277802,0.16610471904277802,2024-12-29 23:23:09.514188,1735514589.514188
0.154398575425148,0.154398575425148,0.1508176028728485,0.1508176028728485,2024-12-29 23:23:09.514188,1735514589.514188
0.1419428437948227,0.1419428437948227,0.14697998762130737,0.14697998762130737,2024-12-29 23:23:09.514188,1735514589.514188
0.18073870241641998,0.18073870241641998,0.14977647364139557,0.14977647364139557,2024-12-29 23:23:09.514188,1735514589.514188
0.15073539316654205,0.15073539316654205,0.15298901498317719,0.15298901498317719,2024-12-29 23:23:09.514188,1735514589.514188
0.5257840156555176,0.5257840156555176,0.2534695863723755,0.2534695863723755,2024-12-29 23:29:32.424855,1735514972.424855
0.23794083297252655,0.23794083297252655,0.21504893898963928,0.21504893898963928,2024-12-29 23:29:32.424855,1735514972.424855
179.20875549316406,179.20875549316406,0.2783065438270569,0.2783065438270569,2024-12-30 18:02:00.554740,1735581720.55474
0.24608395993709564,0.24608395993709564,0.23091398179531097,0.23091398179531097,2024-12-30 18:02:00.554740,1735581720.55474
0.2328433245420456,0.2328433245420456,0.29863014817237854,0.29863014817237854,2024-12-30 18:02:00.554740,1735581720.55474
0.23814556002616882,0.23814556002616882,0.20129893720149994,0.20129893720149994,2024-12-30 18:02:00.554740,1735581720.55474
0.18758420646190643,0.18758420646190643,0.14677511155605316,0.14677511155605316,2024-12-30 18:02:00.554740,1735581720.55474
0.16024088859558105,0.16024088859558105,0.1411980390548706,0.1411980390548706,2024-12-30 18:02:00.554740,1735581720.55474
0.1527581363916397,0.1527581363916397,0.16987785696983337,0.16987785696983337,2024-12-30 18:02:00.554740,1735581720.55474
0.14078252017498016,0.14078252017498016,0.17692014575004578,0.17692014575004578,2024-12-30 18:02:00.554740,1735581720.55474
0.14174330234527588,0.14174330234527588,0.17096160352230072,0.17096160352230072,2024-12-30 18:02:00.554740,1735581720.55474
0.14782939851284027,0.14782939851284027,0.1453283429145813,0.1453283429145813,2024-12-30 18:02:00.554740,1735581720.55474
0.5065479874610901,0.5065479874610901,0.25636187195777893,0.25636187195777893,2024-12-30 18:03:30.617244,1735581810.617244
0.2345810830593109,0.2345810830593109,0.22709880769252777,0.22709880769252777,2024-12-30 18:03:30.617244,1735581810.617244
0.45869600772857666,0.45869600772857666,0.27214863896369934,0.27214863896369934,2024-12-30 18:05:55.948487,1735581955.948487
0.22875818610191345,0.22875818610191345,0.21051350235939026,0.21051350235939026,2024-12-30 18:05:55.948487,1735581955.948487
0.5712759494781494,0.5712759494781494,0.23738640546798706,0.23738640546798706,2024-12-30 18:09:17.303473,1735582157.303473
0.23377136886119843,0.23377136886119843,0.29625916481018066,0.29625916481018066,2024-12-30 18:09:17.303473,1735582157.303473
0.4460390508174896,0.4460390508174896,0.26373258233070374,0.26373258233070374,2024-12-30 18:11:31.517720,1735582291.51772
0.23624864220619202,0.23624864220619202,0.23632079362869263,0.23632079362869263,2024-12-30 18:11:31.517720,1735582291.51772
9.649133682250977,9.649133682250977,0.2913440465927124,0.2913440465927124,2024-12-30 18:21:53.688942,1735582913.688942
0.24899303913116455,0.24899303913116455,0.2263505607843399,0.2263505607843399,2024-12-30 18:21:53.688942,1735582913.688942
0.5553276538848877,0.5553276538848877,0.2826068103313446,0.2826068103313446,2024-12-30 18:25:29.884912,1735583129.884912
0.2418072372674942,0.2418072372674942,0.27699342370033264,0.27699342370033264,2024-12-30 18:25:29.884912,1735583129.884912
0.41851189732551575,0.41851189732551575,0.22668315470218658,0.22668315470218658,2024-12-30 18:26:23.989255,1735583183.989255
0.23300701379776,0.23300701379776,0.24275889992713928,0.24275889992713928,2024-12-30 18:26:23.989255,1735583183.989255
3003625.0,3003625.0,0.4650910198688507,0.4650910198688507,2024-12-30 18:32:18.714439,1735583538.714439
0.2763136625289917,0.2763136625289917,0.23826304078102112,0.23826304078102112,2024-12-30 18:32:18.714439,1735583538.714439
0.5291478633880615,0.5291478633880615,0.2579246163368225,0.2579246163368225,2024-12-30 18:33:59.886148,1735583639.886148
0.23777414858341217,0.23777414858341217,0.2265065312385559,0.2265065312385559,2024-12-30 18:33:59.886148,1735583639.886148
1.4003716707229614,1.4003716707229614,0.28173089027404785,0.28173089027404785,2024-12-30 18:34:56.536374,1735583696.536374
0.6241976618766785,0.6241976618766785,0.25586989521980286,0.25586989521980286,2024-12-30 18:34:56.536374,1735583696.536374
0.5026048421859741,0.5026048421859741,0.26194140315055847,0.26194140315055847,2024-12-30 18:37:30.941622,1735583850.941622
0.24068152904510498,0.24068152904510498,0.212778702378273,0.212778702378273,2024-12-30 18:37:30.941622,1735583850.941622
